,model,alpha,length,loc_error,num_traj,UCL,eduN,UPV-MAT,Erasmus MC,WUST ML A,WUST ML B,BIT
0,sbm,0.05,10,1.33,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1,sbm,0.05,10,1.67,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,sbm,0.05,10,4.0,4,0.75,0.5,1.0,1.0,0.5,0.75,0.5
3,sbm,0.05,10,4.33,6,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666
4,sbm,0.05,10,7.0,4,1.0,0.75,1.0,1.0,1.0,1.0,0.5
5,sbm,0.05,10,7.33,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,sbm,0.05,10,10.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
7,sbm,0.25,10,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,sbm,0.25,10,1.33,2,1.0,1.0,1.0,1.0,0.5,1.0,0.5
9,sbm,0.25,10,1.67,4,0.5,0.75,1.0,1.0,1.0,1.0,0.5
10,sbm,0.25,10,2.0,4,1.0,0.75,1.0,1.0,0.75,1.0,0.5
11,sbm,0.25,10,4.0,2,0.5,0.5,0.5,0.5,0.0,0.0,0.5
12,sbm,0.25,10,4.33,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333
13,sbm,0.25,10,4.67,5,1.0,0.8000000000000002,1.0,0.8000000000000002,0.4000000000000001,0.8000000000000002,0.4000000000000001
14,sbm,0.25,10,7.0,4,1.0,0.75,1.0,1.0,0.75,0.75,0.25
15,sbm,0.25,10,7.33,2,1.0,1.0,1.0,1.0,0.0,1.0,0.5
16,sbm,0.25,10,10.0,2,1.0,0.5,1.0,1.0,0.0,0.0,1.0
17,sbm,0.45,10,1.0,2,0.5,0.5,1.0,1.0,0.5,0.0,0.5
18,sbm,0.45,10,1.33,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
19,sbm,0.45,10,1.67,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
20,sbm,0.45,10,4.0,2,0.5,0.5,0.5,1.0,0.5,0.5,0.0
21,sbm,0.45,10,4.33,4,0.75,0.5,0.75,0.75,0.25,1.0,0.25
22,sbm,0.45,10,4.67,2,0.5,0.5,0.5,0.5,1.0,0.5,0.0
23,sbm,0.45,10,7.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24,sbm,0.45,10,7.33,2,0.5,0.5,1.0,1.0,1.0,0.5,0.0
25,sbm,0.45,10,10.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
26,sbm,0.6500000000000001,10,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0
27,sbm,0.6500000000000001,10,1.33,6,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.5,0.5
28,sbm,0.6500000000000001,10,1.67,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,sbm,0.6500000000000001,10,4.0,2,0.5,1.0,0.5,0.5,0.0,0.5,0.5
30,sbm,0.6500000000000001,10,4.33,5,1.0,1.0,1.0,1.0,0.4000000000000001,0.8000000000000002,0.8000000000000002
31,sbm,0.6500000000000001,10,4.67,2,1.0,0.5,1.0,1.0,1.0,1.0,0.5
32,sbm,0.6500000000000001,10,7.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,sbm,0.6500000000000001,10,7.33,4,0.5,0.75,1.0,0.75,0.0,0.25,0.5
34,sbm,0.6500000000000001,10,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,sbm,0.8500000000000001,10,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
36,sbm,0.8500000000000001,10,1.33,4,0.25,0.25,0.25,0.5,0.5,0.5,0.0
37,sbm,0.8500000000000001,10,1.67,6,0.5,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.0
38,sbm,0.8500000000000001,10,2.0,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666
39,sbm,0.8500000000000001,10,4.0,3,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
40,sbm,0.8500000000000001,10,4.33,7,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.14285714285714285
41,sbm,0.8500000000000001,10,7.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,sbm,0.8500000000000001,10,7.33,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43,sbm,1.05,10,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
44,sbm,1.05,10,1.33,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
45,sbm,1.05,10,4.0,4,0.5,0.75,0.5,0.25,0.25,0.5,0.25
46,sbm,1.05,10,4.67,2,1.0,1.0,1.0,1.0,0.5,0.5,0.0
47,sbm,1.05,10,7.0,2,0.5,0.5,0.5,0.5,0.5,0.0,0.5
48,sbm,1.05,10,7.33,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
49,sbm,1.2500000000000002,10,1.33,2,0.5,0.0,0.0,0.0,0.5,1.0,0.0
50,sbm,1.2500000000000002,10,1.67,2,0.5,0.0,0.5,0.5,0.0,0.5,0.5
51,sbm,1.2500000000000002,10,4.0,2,1.0,1.0,0.5,1.0,1.0,0.0,0.0
52,sbm,1.2500000000000002,10,4.33,8,0.75,0.5,0.5,0.75,0.25,0.5,0.25
53,sbm,1.2500000000000002,10,4.67,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54,sbm,1.2500000000000002,10,7.0,2,0.5,0.5,0.0,0.5,0.0,0.0,0.5
55,sbm,1.2500000000000002,10,7.33,3,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0
56,sbm,1.4500000000000002,10,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,sbm,1.4500000000000002,10,1.33,4,0.5,0.5,0.5,0.75,0.25,0.0,0.5
58,sbm,1.4500000000000002,10,1.67,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
59,sbm,1.4500000000000002,10,2.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0
60,sbm,1.4500000000000002,10,4.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
61,sbm,1.4500000000000002,10,4.33,2,0.5,1.0,1.0,1.0,1.0,0.5,0.0
62,sbm,1.4500000000000002,10,4.67,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
63,sbm,1.4500000000000002,10,7.0,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333
64,sbm,1.4500000000000002,10,7.33,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
65,sbm,1.4500000000000002,10,10.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
66,sbm,1.6500000000000001,10,4.0,2,0.5,0.5,0.0,0.5,0.0,0.5,0.5
67,sbm,1.6500000000000001,10,4.67,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68,sbm,1.6500000000000001,10,7.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
69,sbm,1.6500000000000001,10,7.33,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
70,sbm,1.6500000000000001,10,10.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
71,sbm,1.85,10,1.0,2,1.0,0.5,0.5,0.5,0.5,0.0,0.5
72,sbm,1.85,10,1.33,2,0.5,0.5,1.0,0.5,0.0,0.5,0.0
73,sbm,1.85,10,1.67,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
74,sbm,1.85,10,4.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
75,sbm,1.85,10,4.33,4,1.0,1.0,0.75,0.75,0.75,0.5,0.5
76,sbm,1.85,10,4.67,4,0.5,0.5,0.75,0.5,0.5,0.75,0.5
77,sbm,1.85,10,7.0,2,0.5,1.0,0.0,1.0,1.0,0.5,0.0
78,sbm,1.85,10,7.33,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
79,sbm,0.05,60,1.33,2,1.0,0.0,0.5,0.5,0.5,0.5,0.0
80,sbm,0.05,60,1.67,4,0.5,0.75,0.5,0.5,0.25,0.5,1.0
81,sbm,0.05,60,4.0,2,1.0,0.5,0.5,1.0,0.5,0.5,0.0
82,sbm,0.05,60,4.33,4,0.75,0.75,1.0,0.75,0.75,0.75,0.0
83,sbm,0.05,60,4.67,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
84,sbm,0.05,60,7.0,3,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333
85,sbm,0.05,60,7.33,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
86,sbm,0.05,60,10.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
87,sbm,0.25,60,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
88,sbm,0.25,60,1.67,2,0.5,0.5,1.0,0.0,0.5,0.5,0.0
89,sbm,0.25,60,4.0,6,1.0,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5
90,sbm,0.25,60,4.33,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0
91,sbm,0.25,60,4.67,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5
92,sbm,0.25,60,7.0,3,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
93,sbm,0.25,60,10.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
94,sbm,0.45,60,1.0,4,1.0,1.0,0.75,1.0,0.75,0.75,0.5
95,sbm,0.45,60,1.33,2,1.0,0.5,0.5,1.0,0.5,1.0,0.0
96,sbm,0.45,60,1.67,2,0.5,1.0,1.0,1.0,1.0,1.0,0.5
97,sbm,0.45,60,4.0,4,1.0,1.0,0.75,1.0,1.0,0.75,0.25
98,sbm,0.45,60,4.33,4,1.0,0.75,1.0,1.0,0.25,0.25,0.5
99,sbm,0.45,60,4.67,4,1.0,0.75,1.0,1.0,0.75,0.5,0.25
100,sbm,0.45,60,7.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
101,sbm,0.45,60,7.33,3,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333
102,sbm,0.45,60,10.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
103,sbm,0.6500000000000001,60,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
104,sbm,0.6500000000000001,60,1.33,3,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0
105,sbm,0.6500000000000001,60,1.67,2,1.0,1.0,0.5,1.0,0.5,1.0,0.0
106,sbm,0.6500000000000001,60,4.0,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333
107,sbm,0.6500000000000001,60,4.33,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5,0.6666666666666666,0.3333333333333333
108,sbm,0.6500000000000001,60,4.67,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
109,sbm,0.6500000000000001,60,7.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
110,sbm,0.6500000000000001,60,7.33,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
111,sbm,0.8500000000000001,60,1.67,6,0.5,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333
112,sbm,0.8500000000000001,60,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
113,sbm,0.8500000000000001,60,4.0,8,0.875,0.875,0.625,0.875,0.625,0.125,0.25
114,sbm,0.8500000000000001,60,4.33,7,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.2857142857142857
115,sbm,0.8500000000000001,60,4.67,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0
116,sbm,0.8500000000000001,60,7.0,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0
117,sbm,0.8500000000000001,60,7.33,7,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,0.0
118,sbm,0.8500000000000001,60,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,sbm,1.05,60,1.33,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0
120,sbm,1.05,60,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
121,sbm,1.05,60,4.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
122,sbm,1.05,60,4.33,4,0.75,0.5,0.75,1.0,0.5,0.5,0.5
123,sbm,1.05,60,4.67,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
124,sbm,1.05,60,7.0,3,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333
125,sbm,1.2500000000000002,60,1.33,2,0.5,0.5,1.0,0.5,1.0,0.5,0.5
126,sbm,1.2500000000000002,60,4.0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
127,sbm,1.2500000000000002,60,4.33,6,0.8333333333333334,1.0,1.0,1.0,0.5,0.6666666666666666,0.5
128,sbm,1.2500000000000002,60,4.67,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
129,sbm,1.2500000000000002,60,7.0,2,0.5,1.0,0.5,0.5,0.5,0.0,1.0
130,sbm,1.4500000000000002,60,1.33,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
131,sbm,1.4500000000000002,60,1.67,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0
132,sbm,1.4500000000000002,60,4.33,3,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
133,sbm,1.4500000000000002,60,4.67,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0
134,sbm,1.4500000000000002,60,7.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,sbm,1.4500000000000002,60,7.33,3,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0
136,sbm,1.6500000000000001,60,1.33,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
137,sbm,1.6500000000000001,60,1.67,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
138,sbm,1.6500000000000001,60,4.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0
139,sbm,1.6500000000000001,60,4.33,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,sbm,1.6500000000000001,60,4.67,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
141,sbm,1.6500000000000001,60,7.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
142,sbm,1.6500000000000001,60,10.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
143,sbm,1.85,60,1.33,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5
144,sbm,1.85,60,1.67,3,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
145,sbm,1.85,60,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,sbm,1.85,60,4.0,2,1.0,1.0,0.5,0.5,0.5,0.5,0.5
147,sbm,1.85,60,4.33,2,1.0,1.0,1.0,1.0,1.0,0.5,1.0
148,sbm,1.85,60,7.33,3,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0
149,sbm,0.05,110,1.33,4,1.0,1.0,1.0,1.0,0.75,0.0,0.25
150,sbm,0.05,110,1.67,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
151,sbm,0.05,110,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,sbm,0.05,110,4.0,6,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5
153,sbm,0.05,110,4.33,4,1.0,1.0,1.0,1.0,1.0,1.0,0.5
154,sbm,0.05,110,4.67,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
155,sbm,0.05,110,7.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,sbm,0.05,110,10.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
157,sbm,0.25,110,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,sbm,0.25,110,2.0,2,0.5,1.0,1.0,1.0,0.0,0.5,0.0
159,sbm,0.25,110,4.0,3,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.6666666666666666
160,sbm,0.25,110,4.33,3,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333
161,sbm,0.25,110,4.67,3,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
162,sbm,0.25,110,7.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0
163,sbm,0.25,110,7.33,4,0.75,1.0,0.75,1.0,1.0,1.0,0.0
164,sbm,0.45,110,1.0,2,1.0,1.0,1.0,1.0,0.5,1.0,0.5
165,sbm,0.45,110,1.33,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
166,sbm,0.45,110,4.0,2,1.0,1.0,0.5,0.5,0.5,0.5,0.5
167,sbm,0.45,110,4.33,5,0.8000000000000002,1.0,1.0,1.0,0.8000000000000002,0.6,0.20000000000000004
168,sbm,0.45,110,4.67,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,sbm,0.45,110,7.0,2,1.0,1.0,0.5,1.0,0.5,1.0,0.0
170,sbm,0.45,110,10.0,5,1.0,1.0,1.0,1.0,0.6,0.4000000000000001,0.0
171,sbm,0.6500000000000001,110,1.33,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
172,sbm,0.6500000000000001,110,1.67,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
173,sbm,0.6500000000000001,110,4.0,2,1.0,1.0,0.5,0.5,0.5,0.5,0.5
174,sbm,0.6500000000000001,110,4.33,4,1.0,1.0,0.75,1.0,0.75,0.75,0.0
175,sbm,0.6500000000000001,110,4.67,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
176,sbm,0.6500000000000001,110,7.0,3,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
177,sbm,0.6500000000000001,110,7.33,4,0.75,0.5,0.75,0.75,0.5,0.5,0.25
178,sbm,0.8500000000000001,110,1.33,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
179,sbm,0.8500000000000001,110,1.67,3,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
180,sbm,0.8500000000000001,110,2.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
181,sbm,0.8500000000000001,110,4.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
182,sbm,0.8500000000000001,110,4.33,2,0.5,0.5,0.5,0.5,1.0,0.5,1.0
183,sbm,0.8500000000000001,110,4.67,4,0.75,1.0,1.0,1.0,0.5,0.5,0.0
184,sbm,0.8500000000000001,110,7.0,2,1.0,0.5,0.0,0.5,0.5,1.0,0.0
185,sbm,0.8500000000000001,110,10.0,3,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
186,sbm,1.05,110,1.33,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
187,sbm,1.05,110,1.67,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
188,sbm,1.05,110,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
189,sbm,1.05,110,4.0,2,0.0,0.0,0.0,0.5,0.5,0.0,0.5
190,sbm,1.05,110,4.33,2,1.0,1.0,0.5,0.5,0.5,0.5,0.0
191,sbm,1.05,110,7.33,2,1.0,1.0,0.5,0.5,1.0,1.0,0.5
192,sbm,1.2500000000000002,110,1.33,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
193,sbm,1.2500000000000002,110,1.67,2,1.0,1.0,0.5,0.5,0.0,0.5,0.0
194,sbm,1.2500000000000002,110,4.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5
195,sbm,1.2500000000000002,110,4.33,4,1.0,1.0,0.75,1.0,0.75,0.75,1.0
196,sbm,1.2500000000000002,110,7.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5
197,sbm,1.4500000000000002,110,1.33,2,1.0,1.0,1.0,1.0,0.5,1.0,0.0
198,sbm,1.4500000000000002,110,1.67,2,1.0,1.0,0.5,1.0,1.0,1.0,1.0
199,sbm,1.4500000000000002,110,4.0,4,1.0,1.0,1.0,1.0,1.0,0.25,1.0
200,sbm,1.4500000000000002,110,4.33,5,1.0,0.8000000000000002,1.0,1.0,0.8000000000000002,0.6,0.8000000000000002
201,sbm,1.4500000000000002,110,7.0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75
202,sbm,1.4500000000000002,110,7.33,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,sbm,1.6500000000000001,110,1.33,2,1.0,1.0,1.0,1.0,1.0,0.5,0.5
204,sbm,1.6500000000000001,110,1.67,2,1.0,0.5,1.0,0.5,0.5,1.0,0.5
205,sbm,1.6500000000000001,110,2.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
206,sbm,1.6500000000000001,110,4.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
207,sbm,1.6500000000000001,110,4.33,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
208,sbm,1.6500000000000001,110,7.33,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
209,sbm,1.85,110,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
210,sbm,1.85,110,1.33,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
211,sbm,1.85,110,1.67,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
212,sbm,1.85,110,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
213,sbm,1.85,110,4.67,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,sbm,1.85,110,7.33,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
215,sbm,0.05,160,1.0,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666
216,sbm,0.05,160,1.33,3,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
217,sbm,0.05,160,1.67,2,1.0,1.0,1.0,1.0,1.0,0.5,0.0
218,sbm,0.05,160,2.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
219,sbm,0.05,160,4.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
220,sbm,0.05,160,4.33,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
221,sbm,0.05,160,4.67,8,1.0,1.0,1.0,0.75,1.0,0.875,0.25
222,sbm,0.05,160,7.33,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
223,sbm,0.25,160,1.33,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
224,sbm,0.25,160,1.67,5,1.0,1.0,0.8000000000000002,0.8000000000000002,0.6,0.4000000000000001,0.6
225,sbm,0.25,160,4.0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
226,sbm,0.25,160,4.33,4,1.0,1.0,0.75,0.25,1.0,0.25,0.5
227,sbm,0.25,160,4.67,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
228,sbm,0.25,160,7.0,4,1.0,1.0,1.0,1.0,1.0,0.75,0.25
229,sbm,0.45,160,1.33,3,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0
230,sbm,0.45,160,1.67,5,0.8000000000000002,0.6,0.8000000000000002,1.0,0.6,0.6,0.4000000000000001
231,sbm,0.45,160,4.0,2,1.0,1.0,1.0,1.0,1.0,0.5,0.5
